text,type_text,away_score,home_score,period_number,scoring_play,score_value,coordinate_x,coordinate_y
LeBron James misses 26-foot three point pullup jump shot,Pullup Jump Shot,107,110,5,FALSE,0,19,26
LeBron James misses driving layup,Driving Layup Shot,107,113,5,FALSE,0,17,6
LeBron James makes driving layup,Driving Layup Shot,111,115,5,TRUE,2,20,4
LeBron James makes driving layup,Driving Layup Shot,116,119,5,TRUE,2,32,7
LeBron James misses driving layup,Driving Layup Shot,2,2,1,FALSE,0,23,1
LeBron James makes layup (Anthony Davis assists),Cutting Layup Shot,8,3,1,TRUE,2,24,1
LeBron James misses 25-foot step back jumpshot,Step Back Jump Shot,10,5,1,FALSE,0,11,21
LeBron James misses 13-foot two point shot,Turnaround Fade Away Jump Shot,10,5,1,FALSE,0,12,1
LeBron James makes driving layup (Russell Westbrook assists),Driving Layup Shot,13,5,1,TRUE,2,26,1
LeBron James misses 25-foot three point jumper,Jump Shot,29,26,2,FALSE,0,14,23
LeBron James misses 14-foot two point shot,Turnaround Fade Away Jump Shot,31,31,2,FALSE,0,11,1
LeBron James misses 25-foot three point jumper,Jump Shot,31,32,2,FALSE,0,4,14
LeBron James makes driving layup,Driving Layup Shot,45,51,2,TRUE,2,26,0
LeBron James makes 9-foot driving floating jump shot,Driving Floating Jump Shot,49,51,2,TRUE,2,27,9
LeBron James misses 18-foot jumper,Jump Shot,52,53,3,FALSE,0,34,15
LeBron James makes 25-foot three point jumper (Dennis Schroder assists),Jump Shot,68,66,3,TRUE,3,36,23
LeBron James misses 26-foot three point pullup jump shot,Pullup Jump Shot,68,66,3,FALSE,0,36,24
LeBron James makes 17-foot jumper,Jump Shot,73,68,3,TRUE,2,12,11
LeBron James misses jumper,Jump Shot,73,72,3,FALSE,0,25,23
LeBron James makes 11-foot driving floating jump shot,Driving Floating Jump Shot,83,81,3,TRUE,2,28,10
LeBron James misses 25-foot three point jumper,Jump Shot,86,81,3,FALSE,0,18,24
LeBron James makes driving floating jump shot,Driving Floating Jump Shot,97,92,4,TRUE,2,25,12
LeBron James misses two point shot,Driving Floating Bank Jump Shot,107,102,4,FALSE,0,25,1
LeBron James makes 25-foot three pointer,Pullup Jump Shot,114,108,4,TRUE,3,17,24
LeBron James misses 23-foot pullup jump shot,Pullup Jump Shot,114,110,4,FALSE,0,20,22
LeBron James misses 25-foot three point jumper,Jump Shot,114,112,4,FALSE,0,20,25
LeBron James makes layup (Russell Westbrook assists),Layup Shot,116,114,5,TRUE,2,23,1
LeBron James misses driving floating jump shot,Driving Floating Jump Shot,123,118,5,FALSE,0,23,4
LeBron James makes layup (Dennis Schroder assists),Cutting Layup Shot,127,121,5,TRUE,2,24,0
LeBron James misses 19-foot two point shot,Fade Away Jump Shot,0,0,1,FALSE,0,44,2
LeBron James misses driving layup,Driving Layup Shot,0,2,1,FALSE,0,22,3
LeBron James misses 27-foot three point jumper,Jump Shot,0,4,1,FALSE,0,23,27
LeBron James makes 28-foot three point jumper,Jump Shot,14,15,1,TRUE,3,28,28
LeBron James makes layup (Russell Westbrook assists),Cutting Finger Roll Layup Shot,32,35,2,TRUE,2,24,2
LeBron James makes 13-foot two point shot,Turnaround Fade Away Jump Shot,38,40,2,TRUE,2,12,3
LeBron James misses 28-foot three point jumper,Jump Shot,38,44,2,FALSE,0,21,28
LeBron James makes 16-foot pullup jump shot,Pullup Jump Shot,44,54,2,TRUE,2,41,2
LeBron James makes driving layup,Driving Layup Shot,46,54,2,TRUE,2,27,3
LeBron James misses 17-foot two point shot,Turnaround Fade Away Jump Shot,48,54,2,FALSE,0,40,8
LeBron James makes two point shot,Layup Driving Reverse,64,71,3,TRUE,2,23,0
LeBron James makes driving layup (Dennis Schroder assists),Driving Layup Shot,68,75,3,TRUE,2,26,1
LeBron James misses 8-foot two point shot,Turnaround Fade Away Jump Shot,70,77,3,FALSE,0,27,7
LeBron James makes driving layup (Russell Westbrook assists),Driving Layup Shot,72,82,3,TRUE,2,23,1
LeBron James makes layup (Russell Westbrook assists),Layup Shot,92,98,4,TRUE,2,27,1
LeBron James makes layup (Anthony Davis assists),Layup Shot,98,104,4,TRUE,2,26,1
LeBron James makes 26-foot three point shot (Russell Westbrook assists),Running Jump Shot,108,106,4,TRUE,3,2,13
LeBron James misses 9-foot two point shot,Turnaround Jump Shot,108,109,4,FALSE,0,32,6
LeBron James misses 25-foot three point jumper,Jump Shot,108,109,4,FALSE,0,38,22
LeBron James misses 28-foot three point jumper,Jump Shot,2,0,1,FALSE,0,18,27
LeBron James misses 14-foot two point shot,Turnaround Fade Away Jump Shot,7,4,1,FALSE,0,24,14
LeBron James makes 13-foot two point shot,Fade Away Jump Shot,22,17,1,TRUE,2,16,10
LeBron James misses 13-foot two point shot,Fade Away Jump Shot,32,30,2,FALSE,0,37,4
LeBron James misses 27-foot three point jumper,Jump Shot,32,32,2,FALSE,0,9,21
LeBron James makes 26-foot three point jumper (Lonnie Walker IV assists),Jump Shot,42,37,2,TRUE,3,10,22
LeBron James misses 18-foot two point shot,Fade Away Jump Shot,44,43,2,FALSE,0,14,14
LeBron James makes dunk (Dennis Schroder assists),Running Dunk Shot,61,51,2,TRUE,2,25,1
LeBron James makes layup (Russell Westbrook assists),Layup Shot,65,56,2,TRUE,2,27,1
LeBron James makes 6-foot jumper (Patrick Beverley assists),Jump Shot,81,72,3,TRUE,2,27,6
LeBron James makes layup (Dennis Schroder assists),Cutting Finger Roll Layup Shot,84,72,3,TRUE,2,25,2
LeBron James misses 27-foot three point jumper,Jump Shot,84,75,3,FALSE,0,21,27
LeBron James misses 14-foot two point shot,Turnaround Fade Away Jump Shot,87,77,3,FALSE,0,32,13
LeBron James makes 1-foot dunk,Running Dunk Shot,94,85,3,TRUE,2,26,1
LeBron James misses 27-foot three point jumper,Jump Shot,94,88,3,FALSE,0,37,25
LeBron James misses 25-foot three point jumper,Jump Shot,106,103,4,FALSE,0,9,19
LeBron James misses 14-foot two point shot,Fade Away Jump Shot,108,108,4,FALSE,0,16,11
LeBron James makes driving layup,Driving Layup Shot,113,116,4,TRUE,2,28,0
LeBron James makes driving layup (Anthony Davis assists),Driving Layup Shot,118,118,4,TRUE,2,24,1
LeBron James misses two point shot,Reverse Layup Shot,118,120,4,FALSE,0,24,0
LeBron James misses 26-foot three point jumper,Jump Shot,123,129,4,FALSE,0,5,16
LeBron James makes driving layup (Patrick Beverley assists),Driving Layup Shot,126,131,4,TRUE,2,24,1
LeBron James misses driving floating jump shot,Driving Floating Jump Shot,0,0,1,FALSE,0,25,7
LeBron James misses step back jumpshot,Step Back Jump Shot,3,5,1,FALSE,0,25,14
LeBron James makes 23-foot step back jumpshot,Step Back Jump Shot,11,14,1,TRUE,3,3,9
LeBron James misses 28-foot three point jumper,Jump Shot,13,15,1,FALSE,0,15,26
LeBron James makes 4-foot layup (Russell Westbrook assists),Cutting Layup Shot,13,17,1,TRUE,2,24,4
LeBron James makes driving layup,Driving Layup Shot,15,19,1,TRUE,2,25,3
LeBron James misses driving layup,Driving Layup Shot,36,34,2,FALSE,0,25,2
LeBron James makes two point shot,Running Layup Shot,37,39,2,TRUE,2,29,3
LeBron James makes driving layup,Driving Layup Shot,40,42,2,TRUE,2,24,4
LeBron James makes 25-foot three pointer,Pullup Jump Shot,50,48,2,TRUE,3,23,25
LeBron James misses 14-foot jumper,Jump Shot,76,66,3,FALSE,0,39,4
LeBron James makes 26-foot three point jumper (Dennis Schroder assists),Jump Shot,84,75,3,TRUE,3,35,24
LeBron James makes 26-foot running pullup jump shot,Running Pullup Jump Shot,84,78,3,TRUE,3,21,26
LeBron James makes two point shot (Russell Westbrook assists),Running Layup Shot,92,82,3,TRUE,2,27,3
LeBron James misses 2-foot two point shot,Fade Away Bank Jump Shot,92,82,3,FALSE,0,27,1
LeBron James makes alley oop layup (Russell Westbrook assists),Alley Oop Layup Shot,100,93,3,TRUE,2,26,3
LeBron James makes two point shot (Lonnie Walker IV assists),Running Layup Shot,102,97,3,TRUE,2,25,3
LeBron James makes 14-foot two point shot (James passes Kareem Abdul-Jabbar for most career points),Turnaround Fade Away Jump Shot,104,99,3,TRUE,2,20,13
LeBron James misses 23-foot three point jumper,Jump Shot,116,106,4,FALSE,0,48,2
LeBron James makes driving layup,Driving Layup Shot,129,118,4,TRUE,2,25,2
LeBron James makes 19-foot two point shot (D'Angelo Russell assists),Running Jump Shot,0,5,1,TRUE,2,35,16
LeBron James misses 27-foot three point jumper,Jump Shot,0,8,1,FALSE,0,11,23
LeBron James makes two point shot (Dennis Schroder assists),Layup Running Reverse,32,45,2,TRUE,2,25,2
LeBron James misses 28-foot three point jumper,Jump Shot,44,53,2,FALSE,0,31,27
LeBron James misses 25-foot three point jumper,Jump Shot,53,56,3,FALSE,0,15,23
LeBron James makes alley oop dunk shot (D'Angelo Russell assists),Alley Oop Dunk Shot,55,58,3,TRUE,2,25,3
LeBron James makes two point shot (D'Angelo Russell assists),Running Layup Shot,56,65,3,TRUE,2,24,2
LeBron James misses running pullup jump shot,Running Pullup Jump Shot,71,82,3,FALSE,0,22,26
LeBron James makes driving layup (Austin Reaves assists),Driving Layup Shot,75,91,4,TRUE,2,26,2
CJ McCollum blocks LeBron James 's 3-foot two point shot,Running Layup Shot,75,91,4,FALSE,0,26,3
LeBron James makes layup,Layup Shot,75,95,4,TRUE,2,25,3
LeBron James makes 2-foot layup (Austin Reaves assists),Cutting Layup Shot,82,97,4,TRUE,2,27,1
LeBron James misses 12-foot two point shot,Fade Away Jump Shot,84,98,4,FALSE,0,30,11
LeBron James misses 25-foot three point jumper,Jump Shot,84,101,4,FALSE,0,4,14
LeBron James makes 21-foot two point shot (Kyrie Irving assists),Turnaround Jump Shot,2,2,1,TRUE,2,4,4
LeBron James makes 2-foot alley oop dunk shot (Nikola Jokic assists),Alley Oop Dunk Shot,4,4,1,TRUE,2,27,1
LeBron James misses 26-foot jump bank shot,Jump Shot Bank,8,6,1,FALSE,0,49,10
LeBron James makes 3-foot driving dunk,Driving Dunk Shot,17,18,1,TRUE,2,27,2
LeBron James makes 36-foot three point shot (Luka Doncic assists),Running Jump Shot,30,32,1,TRUE,3,8,32
LeBron James misses three point shot,Driving Floating Bank Jump Shot,48,46,2,FALSE,0,2,12
LeBron James misses 31-foot three point jumper,Jump Shot,57,59,2,FALSE,0,4,22
LeBron James makes driving layup,Driving Layup Shot,59,61,2,TRUE,2,22,2
LeBron James misses 26-foot three point pullup jump shot,Pullup Jump Shot,65,65,2,FALSE,0,19,25
LeBron James misses driving layup,Driving Layup Shot,67,65,2,FALSE,0,25,5
LeBron James makes 3-foot driving dunk (Tyrese Haliburton assists),Driving Dunk Shot,69,67,2,TRUE,2,23,2
LeBron James misses driving layup,Driving Layup Shot,0,0,1,FALSE,0,23,2
LeBron James makes 3-foot two point shot,Driving Floating Bank Jump Shot,23,31,1,TRUE,2,27,3
LeBron James makes 4-foot alley oop dunk shot (Dennis Schroder assists),Alley Oop Dunk Shot,23,33,2,TRUE,2,26,3
LeBron James misses driving layup,Driving Layup Shot,25,33,2,FALSE,0,22,2
LeBron James misses 23-foot step back jumpshot,Step Back Jump Shot,33,39,2,FALSE,0,3,4
LeBron James misses 13-foot two point shot,Turnaround Jump Shot,33,42,2,FALSE,0,22,13
LeBron James misses 26-foot three point jumper,Jump Shot,56,59,2,FALSE,0,45,17
LeBron James misses driving layup,Driving Layup Shot,56,59,2,FALSE,0,25,6
LeBron James misses 15-foot two point shot,Fade Away Jump Shot,56,59,2,FALSE,0,39,7
LeBron James makes 25-foot three point jumper (Malik Beasley assists),Jump Shot,58,62,3,TRUE,3,41,19
LeBron James misses two point shot,Running Layup Shot,58,62,3,FALSE,0,22,4
LeBron James misses two point shot,Layup Shot Putback,58,62,3,FALSE,0,25,2
LeBron James misses tip shot,Tip Shot,58,62,3,FALSE,0,25,2
LeBron James misses tip shot,Tip Shot,58,62,3,FALSE,0,25,0
Donte DiVincenzo blocks LeBron James's layup,Layup Shot,63,74,3,FALSE,0,25,3
LeBron James misses 26-foot three point jumper,Jump Shot,63,74,3,FALSE,0,7,19
LeBron James makes 24-foot step back jumpshot (Austin Reaves assists),Step Back Jump Shot,63,77,3,TRUE,3,48,8
LeBron James misses 19-foot pullup jump shot,Pullup Jump Shot,78,92,3,FALSE,0,16,17
LeBron James misses 26-foot three point jumper,Jump Shot,82,98,4,FALSE,0,41,21
LeBron James makes two point shot,Running Layup Shot,82,102,4,TRUE,2,25,2
LeBron James misses 26-foot three point jumper,Jump Shot,6,9,1,FALSE,0,21,25
LeBron James misses two point shot,Turnaround Hook Shot,6,9,1,FALSE,0,21,0
LeBron James misses 20-foot jumper,Jump Shot,8,9,1,FALSE,0,44,2
LeBron James makes driving layup,Driving Layup Shot,15,20,1,TRUE,2,26,2
LeBron James misses 28-foot step back jumpshot,Step Back Jump Shot,15,26,1,FALSE,0,8,23
Tim Hardaway Jr. blocks LeBron James 's 6-foot driving floating jump shot,Driving Floating Jump Shot,16,26,1,FALSE,0,21,5
Justin Holiday blocks LeBron James 's 3-foot driving layup,Driving Layup Shot,16,32,2,FALSE,0,24,2
LeBron James makes two point shot,Layup Shot Putback,18,32,2,TRUE,2,25,0
LeBron James misses 27-foot three point jumper,Jump Shot,19,38,2,FALSE,0,18,26
LeBron James makes 1-foot dunk (Anthony Davis assists),Cutting Dunk Shot,21,45,2,TRUE,2,26,1
LeBron James makes two point shot,Running Finger Roll Layup,37,57,2,TRUE,2,29,11
LeBron James misses two point shot,Driving Finger Roll Layup,55,72,3,FALSE,0,24,1
LeBron James makes layup (Anthony Davis assists),Layup Shot,65,72,3,TRUE,2,23,1
LeBron James misses driving layup,Driving Layup Shot,71,75,3,FALSE,0,28,5
LeBron James makes 26-foot three point jumper (Malik Beasley assists),Jump Shot,81,81,4,TRUE,3,33,24
LeBron James makes driving layup,Driving Layup Shot,83,81,4,TRUE,2,24,2
LeBron James misses 27-foot three point pullup jump shot,Pullup Jump Shot,84,86,4,FALSE,0,42,22
LeBron James misses 14-foot two point shot,Turnaround Fade Away Jump Shot,84,86,4,FALSE,0,11,1
LeBron James makes finger roll layup,Finger Roll Layup,95,92,4,TRUE,2,24,9
LeBron James misses two point shot,Running Layup Shot,95,92,4,FALSE,0,26,4
LeBron James makes driving layup,Driving Layup Shot,97,95,4,TRUE,2,24,6
LeBron James misses 27-foot three point jumper,Jump Shot,97,98,4,FALSE,0,4,17
LeBron James makes two point shot,Layup Driving Reverse,106,103,4,TRUE,2,25,0
